Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Asia excl. China,,"Apr 19, 2020",3.39
Asia excl. China,,"Apr 20, 2020",3.377
Asia excl. China,,"Apr 21, 2020",3.336
Asia excl. China,,"Apr 22, 2020",3.306
Asia excl. China,,"Apr 23, 2020",3.32
Asia excl. China,,"Apr 24, 2020",3.295
Asia excl. China,,"Apr 25, 2020",3.289
Asia excl. China,,"Apr 26, 2020",3.265
Asia excl. China,,"Apr 27, 2020",3.242
Asia excl. China,,"Apr 28, 2020",3.243
Asia excl. China,,"Apr 29, 2020",3.232
Asia excl. China,,"Apr 30, 2020",3.219
Asia excl. China,,"May 1, 2020",3.204
Asia excl. China,,"May 2, 2020",3.183
Asia excl. China,,"May 3, 2020",3.181
Asia excl. China,,"May 4, 2020",3.157
Asia excl. China,,"May 5, 2020",3.155
Asia excl. China,,"May 6, 2020",3.14
Asia excl. China,,"May 7, 2020",3.112
Asia excl. China,,"May 8, 2020",3.091
Asia excl. China,,"May 9, 2020",3.062
Asia excl. China,,"May 10, 2020",3.035
Asia excl. China,,"May 11, 2020",2.999
Asia excl. China,,"May 12, 2020",2.976
Asia excl. China,,"May 13, 2020",2.946
Asia excl. China,,"May 14, 2020",2.924
Asia excl. China,,"May 15, 2020",2.897
Asia excl. China,,"May 16, 2020",2.867
Asia excl. China,,"May 17, 2020",2.835
Australia,AUS,"Mar 10, 2020",3
Australia,AUS,"Mar 11, 2020",2.679
Australia,AUS,"Mar 12, 2020",2.381
Australia,AUS,"Mar 13, 2020",1.923
Australia,AUS,"Mar 14, 2020",1.523
Australia,AUS,"Mar 15, 2020",1.205
Australia,AUS,"Mar 16, 2020",1.678
Australia,AUS,"Mar 17, 2020",1.333
Australia,AUS,"Mar 18, 2020",1.101
Australia,AUS,"Mar 19, 2020",1.062
Australia,AUS,"Mar 20, 2020",0.846
Australia,AUS,"Mar 21, 2020",0.801
Australia,AUS,"Mar 22, 2020",0.638
Australia,AUS,"Mar 23, 2020",0.41
Australia,AUS,"Mar 24, 2020",0.384
Australia,AUS,"Mar 25, 2020",0.33
Australia,AUS,"Mar 26, 2020",0.393
Australia,AUS,"Mar 27, 2020",0.411
Australia,AUS,"Mar 28, 2020",0.385
Australia,AUS,"Mar 29, 2020",0.368
Australia,AUS,"Mar 30, 2020",0.391
Australia,AUS,"Mar 31, 2020",0.417
Australia,AUS,"Apr 1, 2020",0.425
Australia,AUS,"Apr 2, 2020",0.422
Australia,AUS,"Apr 3, 2020",0.44
Australia,AUS,"Apr 4, 2020",0.541
Australia,AUS,"Apr 5, 2020",0.598
Australia,AUS,"Apr 6, 2020",0.627
Australia,AUS,"Apr 7, 2020",0.719
Australia,AUS,"Apr 8, 2020",0.756
Australia,AUS,"Apr 9, 2020",0.826
Australia,AUS,"Apr 10, 2020",0.845
Australia,AUS,"Apr 11, 2020",0.866
Australia,AUS,"Apr 12, 2020",0.906
Australia,AUS,"Apr 13, 2020",0.965
Australia,AUS,"Apr 14, 2020",0.958
Australia,AUS,"Apr 15, 2020",0.951
Australia,AUS,"Apr 16, 2020",0.976
Australia,AUS,"Apr 17, 2020",0.97
Australia,AUS,"Apr 18, 2020",1.026
Australia,AUS,"Apr 19, 2020",1.048
Australia,AUS,"Apr 20, 2020",1.059
Australia,AUS,"Apr 21, 2020",1.072
Australia,AUS,"Apr 22, 2020",1.113
Australia,AUS,"Apr 23, 2020",1.112
Australia,AUS,"Apr 24, 2020",1.125
Australia,AUS,"Apr 25, 2020",1.181
Australia,AUS,"Apr 26, 2020",1.208
Australia,AUS,"Apr 27, 2020",1.236
Australia,AUS,"Apr 28, 2020",1.249
Australia,AUS,"Apr 29, 2020",1.306
Australia,AUS,"Apr 30, 2020",1.334
Australia,AUS,"May 1, 2020",1.361
Australia,AUS,"May 2, 2020",1.374
Australia,AUS,"May 3, 2020",1.371
Australia,AUS,"May 4, 2020",1.397
Australia,AUS,"May 5, 2020",1.392
Australia,AUS,"May 6, 2020",1.402
Australia,AUS,"May 7, 2020",1.411
Australia,AUS,"May 8, 2020",1.407
Australia,AUS,"May 9, 2020",1.403
Australia,AUS,"May 10, 2020",1.4
Australia,AUS,"May 11, 2020",1.397
Australia,AUS,"May 12, 2020",1.396
Australia,AUS,"May 13, 2020",1.393
Australia,AUS,"May 14, 2020",1.405
Australia,AUS,"May 15, 2020",1.402
Australia,AUS,"May 16, 2020",1.396
Australia,AUS,"May 17, 2020",1.393
Austria,AUT,"Mar 9, 2020",0
Austria,AUT,"Mar 10, 2020",0
Austria,AUT,"Mar 11, 2020",0
Austria,AUT,"Mar 12, 2020",0
Austria,AUT,"Mar 13, 2020",0.277
Austria,AUT,"Mar 14, 2020",0.198
Austria,AUT,"Mar 15, 2020",0.153
Austria,AUT,"Mar 16, 2020",0.116
Austria,AUT,"Mar 17, 2020",0.295
Austria,AUT,"Mar 18, 2020",0.225
Austria,AUT,"Mar 19, 2020",0.243
Austria,AUT,"Mar 20, 2020",0.273
Austria,AUT,"Mar 21, 2020",0.227
Austria,AUT,"Mar 22, 2020",0.265
Austria,AUT,"Mar 23, 2020",0.441
Austria,AUT,"Mar 24, 2020",0.557
Austria,AUT,"Mar 25, 2020",0.568
Austria,AUT,"Mar 26, 2020",0.577
Austria,AUT,"Mar 27, 2020",0.74
Austria,AUT,"Mar 28, 2020",0.883
Austria,AUT,"Mar 29, 2020",0.82
Austria,AUT,"Mar 30, 2020",0.976
Austria,AUT,"Mar 31, 2020",1.123
Austria,AUT,"Apr 1, 2020",1.257
Austria,AUT,"Apr 2, 2020",1.363
Austria,AUT,"Apr 3, 2020",1.42
Austria,AUT,"Apr 4, 2020",1.458
Austria,AUT,"Apr 5, 2020",1.581
Austria,AUT,"Apr 6, 2020",1.702
Austria,AUT,"Apr 7, 2020",1.789
Austria,AUT,"Apr 8, 2020",1.922
Austria,AUT,"Apr 9, 2020",2.105
Austria,AUT,"Apr 10, 2020",2.227
Austria,AUT,"Apr 11, 2020",2.353
Austria,AUT,"Apr 12, 2020",2.441
Austria,AUT,"Apr 13, 2020",2.511
Austria,AUT,"Apr 14, 2020",2.621
Austria,AUT,"Apr 15, 2020",2.698
Austria,AUT,"Apr 16, 2020",2.735
Austria,AUT,"Apr 17, 2020",2.838
Austria,AUT,"Apr 18, 2020",2.951
Austria,AUT,"Apr 19, 2020",3.021
Austria,AUT,"Apr 20, 2020",3.073
Austria,AUT,"Apr 21, 2020",3.125
Austria,AUT,"Apr 22, 2020",3.121
Austria,AUT,"Apr 23, 2020",3.31
Austria,AUT,"Apr 24, 2020",3.39
Austria,AUT,"Apr 25, 2020",3.405
Austria,AUT,"Apr 26, 2020",3.542
Austria,AUT,"Apr 27, 2020",3.568
Austria,AUT,"Apr 28, 2020",3.599
Austria,AUT,"Apr 29, 2020",3.716
Austria,AUT,"Apr 30, 2020",3.775
Austria,AUT,"May 1, 2020",3.786
Austria,AUT,"May 2, 2020",3.81
Austria,AUT,"May 3, 2020",3.853
Austria,AUT,"May 4, 2020",3.849
Austria,AUT,"May 5, 2020",3.854
Austria,AUT,"May 6, 2020",3.888
Austria,AUT,"May 7, 2020",3.885
Austria,AUT,"May 8, 2020",3.886
Austria,AUT,"May 9, 2020",3.902
Austria,AUT,"May 10, 2020",3.898
Austria,AUT,"May 11, 2020",3.915
Austria,AUT,"May 12, 2020",3.906
Austria,AUT,"May 13, 2020",3.916
Austria,AUT,"May 14, 2020",3.909
Austria,AUT,"May 15, 2020",3.911
Austria,AUT,"May 16, 2020",3.908
Austria,AUT,"May 17, 2020",3.891
Azerbaijan,AZE,"Mar 27, 2020",2.459
Azerbaijan,AZE,"Mar 28, 2020",1.818
Azerbaijan,AZE,"Mar 29, 2020",2.198
Azerbaijan,AZE,"Mar 30, 2020",1.914
Azerbaijan,AZE,"Mar 31, 2020",1.465
Azerbaijan,AZE,"Apr 1, 2020",1.678
Azerbaijan,AZE,"Apr 2, 2020",1.393
Azerbaijan,AZE,"Apr 3, 2020",1.25
Azerbaijan,AZE,"Apr 4, 2020",1.129
Azerbaijan,AZE,"Apr 5, 2020",0.96
Azerbaijan,AZE,"Apr 6, 2020",1.199
Azerbaijan,AZE,"Apr 7, 2020",1.092
Azerbaijan,AZE,"Apr 8, 2020",1.116
Azerbaijan,AZE,"Apr 9, 2020",0.973
Azerbaijan,AZE,"Apr 10, 2020",0.972
Azerbaijan,AZE,"Apr 11, 2020",1.009
Azerbaijan,AZE,"Apr 12, 2020",1.04
Azerbaijan,AZE,"Apr 13, 2020",1.002
Azerbaijan,AZE,"Apr 14, 2020",1.045
Azerbaijan,AZE,"Apr 15, 2020",1.086
Azerbaijan,AZE,"Apr 16, 2020",1.038
Azerbaijan,AZE,"Apr 17, 2020",1.169
Azerbaijan,AZE,"Apr 18, 2020",1.119
Azerbaijan,AZE,"Apr 19, 2020",1.311
Azerbaijan,AZE,"Apr 20, 2020",1.359
Azerbaijan,AZE,"Apr 21, 2020",1.323
Azerbaijan,AZE,"Apr 22, 2020",1.351
Azerbaijan,AZE,"Apr 23, 2020",1.318
Azerbaijan,AZE,"Apr 24, 2020",1.292
Azerbaijan,AZE,"Apr 25, 2020",1.319
Azerbaijan,AZE,"Apr 26, 2020",1.299
Azerbaijan,AZE,"Apr 27, 2020",1.277
Azerbaijan,AZE,"Apr 28, 2020",1.311
Azerbaijan,AZE,"Apr 29, 2020",1.281
Azerbaijan,AZE,"Apr 30, 2020",1.302
Azerbaijan,AZE,"May 1, 2020",1.33
Azerbaijan,AZE,"May 2, 2020",1.348
Azerbaijan,AZE,"May 3, 2020",1.32
Azerbaijan,AZE,"May 4, 2020",1.294
Azerbaijan,AZE,"May 5, 2020",1.31
Azerbaijan,AZE,"May 6, 2020",1.262
Azerbaijan,AZE,"May 7, 2020",1.316
Azerbaijan,AZE,"May 8, 2020",1.27
Azerbaijan,AZE,"May 9, 2020",1.229
Azerbaijan,AZE,"May 10, 2020",1.28
Azerbaijan,AZE,"May 11, 2020",1.27
Azerbaijan,AZE,"May 12, 2020",1.236
Azerbaijan,AZE,"May 13, 2020",1.225
Azerbaijan,AZE,"May 14, 2020",1.269
Azerbaijan,AZE,"May 15, 2020",1.216
Azerbaijan,AZE,"May 16, 2020",1.208
Azerbaijan,AZE,"May 17, 2020",1.147
Bahrain,BHR,"Mar 10, 2020",0
Bahrain,BHR,"Mar 11, 2020",0
Bahrain,BHR,"Mar 12, 2020",0
Bahrain,BHR,"Mar 13, 2020",0
Bahrain,BHR,"Mar 14, 2020",0
Bahrain,BHR,"Mar 15, 2020",0
Bahrain,BHR,"Mar 16, 2020",0
Bahrain,BHR,"Mar 17, 2020",0.452
Bahrain,BHR,"Mar 18, 2020",0.422
Bahrain,BHR,"Mar 19, 2020",0.391
Bahrain,BHR,"Mar 20, 2020",0.372
Bahrain,BHR,"Mar 21, 2020",0.351
Bahrain,BHR,"Mar 22, 2020",0.327
Bahrain,BHR,"Mar 23, 2020",0.599
Bahrain,BHR,"Mar 24, 2020",0.59
Bahrain,BHR,"Mar 25, 2020",0.769
Bahrain,BHR,"Mar 26, 2020",0.716
Bahrain,BHR,"Mar 27, 2020",0.873
Bahrain,BHR,"Mar 28, 2020",0.858
Bahrain,BHR,"Mar 29, 2020",0.846
Bahrain,BHR,"Mar 30, 2020",0.8
Bahrain,BHR,"Mar 31, 2020",0.777
Bahrain,BHR,"Apr 1, 2020",0.705
Bahrain,BHR,"Apr 2, 2020",0.703
Bahrain,BHR,"Apr 3, 2020",0.622
Bahrain,BHR,"Apr 4, 2020",0.622
Bahrain,BHR,"Apr 5, 2020",0.581
Bahrain,BHR,"Apr 6, 2020",0.571
Bahrain,BHR,"Apr 7, 2020",0.529
Bahrain,BHR,"Apr 8, 2020",0.617
Bahrain,BHR,"Apr 9, 2020",0.608
Bahrain,BHR,"Apr 10, 2020",0.564
Bahrain,BHR,"Apr 11, 2020",0.601
Bahrain,BHR,"Apr 12, 2020",0.577
Bahrain,BHR,"Apr 13, 2020",0.528
Bahrain,BHR,"Apr 14, 2020",0.514
Bahrain,BHR,"Apr 15, 2020",0.458
Bahrain,BHR,"Apr 16, 2020",0.418
Bahrain,BHR,"Apr 17, 2020",0.412
Bahrain,BHR,"Apr 18, 2020",0.401
Bahrain,BHR,"Apr 19, 2020",0.395
Bahrain,BHR,"Apr 20, 2020",0.374
Bahrain,BHR,"Apr 21, 2020",0.367
Bahrain,BHR,"Apr 22, 2020",0.355
Bahrain,BHR,"Apr 23, 2020",0.349
Bahrain,BHR,"Apr 24, 2020",0.361
Bahrain,BHR,"Apr 25, 2020",0.318
Bahrain,BHR,"Apr 26, 2020",0.309
Bahrain,BHR,"Apr 27, 2020",0.302
Bahrain,BHR,"Apr 28, 2020",0.294
Bahrain,BHR,"Apr 29, 2020",0.285
Bahrain,BHR,"Apr 30, 2020",0.274
Bahrain,BHR,"May 1, 2020",0.263
Bahrain,BHR,"May 2, 2020",0.252
Bahrain,BHR,"May 3, 2020",0.244
Bahrain,BHR,"May 4, 2020",0.236
Bahrain,BHR,"May 5, 2020",0.226
Bahrain,BHR,"May 6, 2020",0.215
Bahrain,BHR,"May 7, 2020",0.203
Bahrain,BHR,"May 8, 2020",0.191
Bahrain,BHR,"May 9, 2020",0.18
Bahrain,BHR,"May 10, 2020",0.168
Bahrain,BHR,"May 11, 2020",0.162
Bahrain,BHR,"May 12, 2020",0.153
Bahrain,BHR,"May 13, 2020",0.163
Bahrain,BHR,"May 14, 2020",0.172
Bahrain,BHR,"May 15, 2020",0.161
Bahrain,BHR,"May 16, 2020",0.182
Bahrain,BHR,"May 17, 2020",0.178
Bangladesh,BGD,"Apr 7, 2020",9.756
Bangladesh,BGD,"Apr 8, 2020",10.366
Bangladesh,BGD,"Apr 9, 2020",9.174
Bangladesh,BGD,"Apr 10, 2020",6.364
Bangladesh,BGD,"Apr 11, 2020",6.368
Bangladesh,BGD,"Apr 12, 2020",6.224
Bangladesh,BGD,"Apr 13, 2020",5.475
Bangladesh,BGD,"Apr 14, 2020",4.857
Bangladesh,BGD,"Apr 15, 2020",4.545
Bangladesh,BGD,"Apr 16, 2020",4.062
Bangladesh,BGD,"Apr 17, 2020",3.817
Bangladesh,BGD,"Apr 18, 2020",4.081
Bangladesh,BGD,"Apr 19, 2020",3.918
Bangladesh,BGD,"Apr 20, 2020",3.705
Bangladesh,BGD,"Apr 21, 2020",3.426
Bangladesh,BGD,"Apr 22, 2020",3.253
Bangladesh,BGD,"Apr 23, 2020",3.181
Bangladesh,BGD,"Apr 24, 2020",3.034
Bangladesh,BGD,"Apr 25, 2020",2.794
Bangladesh,BGD,"Apr 26, 2020",2.801
Bangladesh,BGD,"Apr 27, 2020",2.677
Bangladesh,BGD,"Apr 28, 2020",2.571
Bangladesh,BGD,"Apr 29, 2020",2.399
Bangladesh,BGD,"Apr 30, 2020",2.295
Bangladesh,BGD,"May 1, 2020",2.191
Bangladesh,BGD,"May 2, 2020",2.064
Bangladesh,BGD,"May 3, 2020",1.991
Bangladesh,BGD,"May 4, 2020",1.872
Bangladesh,BGD,"May 5, 2020",1.794
Bangladesh,BGD,"May 6, 2020",1.674
Bangladesh,BGD,"May 7, 2020",1.587
Bangladesh,BGD,"May 8, 2020",1.602
Bangladesh,BGD,"May 9, 2020",1.568
Bangladesh,BGD,"May 10, 2020",1.554
Bangladesh,BGD,"May 11, 2020",1.556
Bangladesh,BGD,"May 12, 2020",1.523
Bangladesh,BGD,"May 13, 2020",1.501
Bangladesh,BGD,"May 14, 2020",1.509
Bangladesh,BGD,"May 15, 2020",1.5
Bangladesh,BGD,"May 16, 2020",1.485
Bangladesh,BGD,"May 17, 2020",1.496
Belarus,BLR,"Mar 31, 2020",0
Belarus,BLR,"Apr 1, 2020",0
Belarus,BLR,"Apr 2, 2020",0
Belarus,BLR,"Apr 3, 2020",1.575
Belarus,BLR,"Apr 4, 2020",1.14
Belarus,BLR,"Apr 5, 2020",1.269
Belarus,BLR,"Apr 6, 2020",1.418
Belarus,BLR,"Apr 7, 2020",1.857
Belarus,BLR,"Apr 8, 2020",1.51
Belarus,BLR,"Apr 9, 2020",1.22
Belarus,BLR,"Apr 10, 2020",1.077
Belarus,BLR,"Apr 11, 2020",0.959
Belarus,BLR,"Apr 12, 2020",1.033
Belarus,BLR,"Apr 13, 2020",1.009
Belarus,BLR,"Apr 14, 2020",0.993
Belarus,BLR,"Apr 15, 2020",1.006
Belarus,BLR,"Apr 16, 2020",0.966
Belarus,BLR,"Apr 17, 2020",0.951
Belarus,BLR,"Apr 18, 2020",0.879
Belarus,BLR,"Apr 19, 2020",0.942
Belarus,BLR,"Apr 20, 2020",0.983
Belarus,BLR,"Apr 21, 2020",0.814
Belarus,BLR,"Apr 22, 2020",0.818
Belarus,BLR,"Apr 23, 2020",0.797
Belarus,BLR,"Apr 24, 2020",0.748
Belarus,BLR,"Apr 25, 2020",0.718
Belarus,BLR,"Apr 26, 2020",0.699
Belarus,BLR,"Apr 27, 2020",0.688
Belarus,BLR,"Apr 28, 2020",0.664
Belarus,BLR,"Apr 29, 2020",0.647
Belarus,BLR,"Apr 30, 2020",0.637
Belarus,BLR,"May 1, 2020",0.634
Belarus,BLR,"May 2, 2020",0.623
Belarus,BLR,"May 3, 2020",0.613
Belarus,BLR,"May 4, 2020",0.593
Belarus,BLR,"May 5, 2020",0.589
Belarus,BLR,"May 6, 2020",0.583
Belarus,BLR,"May 7, 2020",0.582
Belarus,BLR,"May 8, 2020",0.575
Belarus,BLR,"May 9, 2020",0.573
Belarus,BLR,"May 10, 2020",0.571
Belarus,BLR,"May 11, 2020",0.57
Belarus,BLR,"May 12, 2020",0.565
Belarus,BLR,"May 13, 2020",0.571
Belarus,BLR,"May 14, 2020",0.565
Belarus,BLR,"May 15, 2020",0.564
Belarus,BLR,"May 16, 2020",0.563
Belarus,BLR,"May 17, 2020",0.558
Belgium,BEL,"Mar 7, 2020",0
Belgium,BEL,"Mar 8, 2020",0
Belgium,BEL,"Mar 9, 2020",0
Belgium,BEL,"Mar 10, 2020",0
Belgium,BEL,"Mar 11, 2020",0
Belgium,BEL,"Mar 12, 2020",0.955
Belgium,BEL,"Mar 13, 2020",0.752
Belgium,BEL,"Mar 14, 2020",0.537
Belgium,BEL,"Mar 15, 2020",0.581
Belgium,BEL,"Mar 16, 2020",0.451
Belgium,BEL,"Mar 17, 2020",0.461
Belgium,BEL,"Mar 18, 2020",0.402
Belgium,BEL,"Mar 19, 2020",0.942
Belgium,BEL,"Mar 20, 2020",1.17
Belgium,BEL,"Mar 21, 2020",1.639
Belgium,BEL,"Mar 22, 2020",2.38
Belgium,BEL,"Mar 23, 2020",2.205
Belgium,BEL,"Mar 24, 2020",2.351
Belgium,BEL,"Mar 25, 2020",2.858
Belgium,BEL,"Mar 26, 2020",3.605
Belgium,BEL,"Mar 27, 2020",3.528
Belgium,BEL,"Mar 28, 2020",3.968
Belgium,BEL,"Mar 29, 2020",3.865
Belgium,BEL,"Mar 30, 2020",3.977
Belgium,BEL,"Mar 31, 2020",4.311
Belgium,BEL,"Apr 1, 2020",5.519
Belgium,BEL,"Apr 2, 2020",5.93
Belgium,BEL,"Apr 3, 2020",6.587
Belgium,BEL,"Apr 4, 2020",6.816
Belgium,BEL,"Apr 5, 2020",6.961
Belgium,BEL,"Apr 6, 2020",7.349
Belgium,BEL,"Apr 7, 2020",7.841
Belgium,BEL,"Apr 8, 2020",9.169
Belgium,BEL,"Apr 9, 2020",9.571
Belgium,BEL,"Apr 10, 2020",10.099
Belgium,BEL,"Apr 11, 2020",11.321
Belgium,BEL,"Apr 12, 2020",11.942
Belgium,BEL,"Apr 13, 2020",12.143
Belgium,BEL,"Apr 14, 2020",12.759
Belgium,BEL,"Apr 15, 2020",13.358
Belgium,BEL,"Apr 16, 2020",13.225
Belgium,BEL,"Apr 17, 2020",13.953
Belgium,BEL,"Apr 18, 2020",14.287
Belgium,BEL,"Apr 19, 2020",14.665
Belgium,BEL,"Apr 20, 2020",14.763
Belgium,BEL,"Apr 21, 2020",14.576
Belgium,BEL,"Apr 22, 2020",14.645
Belgium,BEL,"Apr 23, 2020",14.949
Belgium,BEL,"Apr 24, 2020",15.165
Belgium,BEL,"Apr 25, 2020",15.079
Belgium,BEL,"Apr 26, 2020",15.261
Belgium,BEL,"Apr 27, 2020",15.377
Belgium,BEL,"Apr 28, 2020",15.437
Belgium,BEL,"Apr 29, 2020",15.488
Belgium,BEL,"Apr 30, 2020",15.673
Belgium,BEL,"May 1, 2020",15.652
Belgium,BEL,"May 2, 2020",15.71
Belgium,BEL,"May 3, 2020",15.681
Belgium,BEL,"May 4, 2020",15.718
Belgium,BEL,"May 5, 2020",15.764
Belgium,BEL,"May 6, 2020",15.87
Belgium,BEL,"May 7, 2020",16.421
Belgium,BEL,"May 8, 2020",16.365
Belgium,BEL,"May 9, 2020",16.383
Belgium,BEL,"May 10, 2020",16.315
Belgium,BEL,"May 11, 2020",16.307
Belgium,BEL,"May 12, 2020",16.29
Belgium,BEL,"May 13, 2020",16.291
Belgium,BEL,"May 14, 2020",16.382
Belgium,BEL,"May 15, 2020",16.4
Belgium,BEL,"May 16, 2020",16.395
Belgium,BEL,"May 17, 2020",16.376
Benin,BEN,"May 7, 2020",1.961
Benin,BEN,"May 8, 2020",1.429
Benin,BEN,"May 9, 2020",0.826
Benin,BEN,"May 10, 2020",0.704
Benin,BEN,"May 11, 2020",0.627
Benin,BEN,"May 12, 2020",0.627
Benin,BEN,"May 13, 2020",0.612
Benin,BEN,"May 14, 2020",0.612
Benin,BEN,"May 15, 2020",0.59
Benin,BEN,"May 16, 2020",0.59
Benin,BEN,"May 17, 2020",0.59
Bermuda,BMU,"Apr 27, 2020",4.587
Bermuda,BMU,"Apr 28, 2020",5.455
Bermuda,BMU,"Apr 29, 2020",5.455
Bermuda,BMU,"Apr 30, 2020",5.405
Bermuda,BMU,"May 1, 2020",5.263
Bermuda,BMU,"May 2, 2020",5.263
Bermuda,BMU,"May 3, 2020",6.14
Bermuda,BMU,"May 4, 2020",6.087
Bermuda,BMU,"May 5, 2020",6.087
Bermuda,BMU,"May 6, 2020",6.087
Bermuda,BMU,"May 7, 2020",5.932
Bermuda,BMU,"May 8, 2020",5.932
Bermuda,BMU,"May 9, 2020",5.932
Bermuda,BMU,"May 10, 2020",5.932
Bermuda,BMU,"May 11, 2020",5.932
Bermuda,BMU,"May 12, 2020",6.723
Bermuda,BMU,"May 13, 2020",6.612
Bermuda,BMU,"May 14, 2020",6.612
Bermuda,BMU,"May 15, 2020",7.377
Bermuda,BMU,"May 16, 2020",7.317
Bermuda,BMU,"May 17, 2020",7.317
Bolivia,BOL,"Mar 31, 2020",5.607
Bolivia,BOL,"Apr 1, 2020",6.087
Bolivia,BOL,"Apr 2, 2020",6.504
Bolivia,BOL,"Apr 3, 2020",6.818
Bolivia,BOL,"Apr 4, 2020",7.194
Bolivia,BOL,"Apr 5, 2020",6.369
Bolivia,BOL,"Apr 6, 2020",6.011
Bolivia,BOL,"Apr 7, 2020",7.216
Bolivia,BOL,"Apr 8, 2020",7.143
Bolivia,BOL,"Apr 9, 2020",6.818
Bolivia,BOL,"Apr 10, 2020",7.09
Bolivia,BOL,"Apr 11, 2020",7.246
Bolivia,BOL,"Apr 12, 2020",8
Bolivia,BOL,"Apr 13, 2020",8.182
Bolivia,BOL,"Apr 14, 2020",7.91
Bolivia,BOL,"Apr 15, 2020",7.053
Bolivia,BOL,"Apr 16, 2020",6.576
Bolivia,BOL,"Apr 17, 2020",6.667
Bolivia,BOL,"Apr 18, 2020",6.288
Bolivia,BOL,"Apr 19, 2020",6.154
Bolivia,BOL,"Apr 20, 2020",5.851
Bolivia,BOL,"Apr 21, 2020",5.686
Bolivia,BOL,"Apr 22, 2020",6.076
Bolivia,BOL,"Apr 23, 2020",5.952
Bolivia,BOL,"Apr 24, 2020",6.117
Bolivia,BOL,"Apr 25, 2020",5.452
Bolivia,BOL,"Apr 26, 2020",5.312
Bolivia,BOL,"Apr 27, 2020",5.263
Bolivia,BOL,"Apr 28, 2020",5.227
Bolivia,BOL,"Apr 29, 2020",5.223
Bolivia,BOL,"Apr 30, 2020",5.315
Bolivia,BOL,"May 1, 2020",5.313
Bolivia,BOL,"May 2, 2020",5.37
Bolivia,BOL,"May 3, 2020",4.83
Bolivia,BOL,"May 4, 2020",4.768
Bolivia,BOL,"May 5, 2020",4.878
Bolivia,BOL,"May 6, 2020",4.772
Bolivia,BOL,"May 7, 2020",4.825
Bolivia,BOL,"May 8, 2020",4.901
Bolivia,BOL,"May 9, 2020",4.678
Bolivia,BOL,"May 10, 2020",4.678
Bolivia,BOL,"May 11, 2020",4.617
Bolivia,BOL,"May 12, 2020",4.309
Bolivia,BOL,"May 13, 2020",4.318
Bolivia,BOL,"May 14, 2020",4.511
Bolivia,BOL,"May 15, 2020",4.508
Bolivia,BOL,"May 16, 2020",4.585
Bolivia,BOL,"May 17, 2020",4.313
Bosnia and Herzegovina,BIH,"Mar 23, 2020",0.8
Bosnia and Herzegovina,BIH,"Mar 24, 2020",0.775
Bosnia and Herzegovina,BIH,"Mar 25, 2020",1.235
Bosnia and Herzegovina,BIH,"Mar 26, 2020",1.657
Bosnia and Herzegovina,BIH,"Mar 27, 2020",1.657
Bosnia and Herzegovina,BIH,"Mar 28, 2020",1.31
Bosnia and Herzegovina,BIH,"Mar 29, 2020",1.946
Bosnia and Herzegovina,BIH,"Mar 30, 2020",1.858
Bosnia and Herzegovina,BIH,"Mar 31, 2020",2.266
Bosnia and Herzegovina,BIH,"Apr 1, 2020",2.906
Bosnia and Herzegovina,BIH,"Apr 2, 2020",2.802
Bosnia and Herzegovina,BIH,"Apr 3, 2020",3.195
Bosnia and Herzegovina,BIH,"Apr 4, 2020",3.072
Bosnia and Herzegovina,BIH,"Apr 5, 2020",3.323
Bosnia and Herzegovina,BIH,"Apr 6, 2020",3.62
Bosnia and Herzegovina,BIH,"Apr 7, 2020",4.029
Bosnia and Herzegovina,BIH,"Apr 8, 2020",4.097
Bosnia and Herzegovina,BIH,"Apr 9, 2020",4.289
Bosnia and Herzegovina,BIH,"Apr 10, 2020",4.114
Bosnia and Herzegovina,BIH,"Apr 11, 2020",4.107
Bosnia and Herzegovina,BIH,"Apr 12, 2020",3.903
Bosnia and Herzegovina,BIH,"Apr 13, 2020",3.774
Bosnia and Herzegovina,BIH,"Apr 14, 2020",3.696
Bosnia and Herzegovina,BIH,"Apr 15, 2020",3.635
Bosnia and Herzegovina,BIH,"Apr 16, 2020",3.636
Bosnia and Herzegovina,BIH,"Apr 17, 2020",3.559
Bosnia and Herzegovina,BIH,"Apr 18, 2020",3.636
Bosnia and Herzegovina,BIH,"Apr 19, 2020",3.589
Bosnia and Herzegovina,BIH,"Apr 20, 2020",3.625
Bosnia and Herzegovina,BIH,"Apr 21, 2020",3.692
Bosnia and Herzegovina,BIH,"Apr 22, 2020",3.731
Bosnia and Herzegovina,BIH,"Apr 23, 2020",3.804
Bosnia and Herzegovina,BIH,"Apr 24, 2020",3.751
Bosnia and Herzegovina,BIH,"Apr 25, 2020",3.803
Bosnia and Herzegovina,BIH,"Apr 26, 2020",3.771
Bosnia and Herzegovina,BIH,"Apr 27, 2020",3.826
Bosnia and Herzegovina,BIH,"Apr 28, 2020",3.836
Bosnia and Herzegovina,BIH,"Apr 29, 2020",3.904
Bosnia and Herzegovina,BIH,"Apr 30, 2020",3.904
Bosnia and Herzegovina,BIH,"May 1, 2020",3.789
Bosnia and Herzegovina,BIH,"May 2, 2020",3.93
Bosnia and Herzegovina,BIH,"May 3, 2020",3.915
Bosnia and Herzegovina,BIH,"May 4, 2020",4.146
Bosnia and Herzegovina,BIH,"May 5, 2020",4.05
