"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2018",122.4625,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2019",130.95249999589,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2000",21.2680977076506,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2001",23.9541832632034,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2002",27.1529267529635,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2003",32.412657062569,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2004",43.3630861142478,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2005",55.8017928233149,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2006",65.106880165117,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2007",74.4962457819128,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2008",73.7530646594685,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2009",72.5789151045566,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2010",75.7355194543198,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2011",78.1374501941397,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2012",82.1502451663387,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2013",87.4387067059421,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2014",94.1618142729379,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2016",105.591097142081,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2017",110.105730891742,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2018",114.275589941429,
"ZAF","HOUSECOST","NOMINAL","IDX2015","A","2019",118.336270266125,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2000",67.743521493794,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2001",71.1277017926136,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2002",75.7488460139155,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2003",80.1775250962257,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2004",85.4541090272687,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2005",91.3875000000001,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2006",97.8525000000002,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2007",102.3825,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2008",103.7925,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2009",100.4225,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2010",101.345,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2011",102.4925,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2012",100.2925,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2013",98.2350000000001,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2014",98.4625000000001,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2016",104.01,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2017",108.51,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2018",113.6575,
"EA","HOUSECOST","NOMINAL","IDX2015","A","2019",118.424999999332,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2000",66.1520920627723,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2001",69.9752836562317,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2002",74.3820574933124,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2003",80.0692281636188,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2004",85.9450585366927,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2005",92.849031710305,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2006",99.3014280427468,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2007",103.8177235407,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2008",104.843696899911,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2009",100.752078192823,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2010",101.661308761823,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2011",102.827244654814,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2012",100.535599399432,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2013",98.412744354952,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2014",98.5702425020224,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2016",103.992190065579,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2017",108.438059896318,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2018",113.584558061095,
"EA17","HOUSECOST","NOMINAL","IDX2015","A","2019",118.336671593757,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2000",63.2708907397897,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2001",66.3913907892728,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2002",70.4658355007598,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2003",74.9516347958575,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2004",79.7952106233047,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2005",85.2905180718296,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2006",90.2035540010489,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2007",93.3091080700899,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2008",91.5520888088193,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2009",87.8850803326791,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2010",88.572081520059,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2011",88.4127172979724,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2012",89.3585594369855,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2013",92.1141218552962,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2014",95.5567865792422,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2016",105.397177134457,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2017",111.269177863795,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2018",116.873845234601,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2019",121.60248467339,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2005",80.0850000038405,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2006",91.8575000000001,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2007",118.42,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2008",147.9725,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2009",117.785,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2010",105.8075,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2011",99.9750000000002,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2012",98.0725000000001,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2013",95.9150000000001,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2014",97.2900000000002,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.02,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2017",116.295,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2018",123.955,
"BGR","HOUSECOST","NOMINAL","IDX2015","A","2019",131.417499999541,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2009",129.277499996604,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2010",119.5425,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2011",104.8275,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2012",99.51,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2013",99.2600000000001,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2014",97.22,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2016",105.95,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2017",112.355,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2018",118.6175,
"ROU","HOUSECOST","NOMINAL","IDX2015","A","2019",122.689999994592,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2014",101.189271263334,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2016",95.0910931222545,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2017",88.9676113394484,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2018",86.4625506118231,
"SAU","HOUSECOST","NOMINAL","IDX2015","A","2019",83.5020242948852,
